title,duration,mpaa_rating,genre,release_date,user_rating,rating_count,budget,gross
Guardians of the Galaxy Vol. 2,137.0,PG-13,Action,2017-04-19,,,200000000.0,863416141.0
Pirates of the Caribbean: Dead Men Tell No Tales,129.0,PG-13,Action,2017-05-23,,,230000000.0,794191988.0
The Fate of the Furious,136.0,PG-13,Action,2017-04-12,,,250000000.0,1238764765.0
Justice League,120.0,PG-13,Action,2017-11-15,,,300000000.0,657900000.0
Star Wars: The Last Jedi,152.0,PG-13,Science Fiction,2019-12-09,,,317000000.0,1333000000.0
A Quiet Place,91.0,PG-13,Horror,2018-03-09,,,17000000.0,340900000.0
Crazy Rich Asians,121.0,PG-13,Romance,2018-08-07,,,30000000.0,238500000.0
A Star is Born,135.0,R,Romance,2018-08-31,,,36000000.0,435000000.0
Bohemian Rhapsody,134.0,PG-13,Drama,2018-10-23,,,55000000.0,903700000.0
Dr. Seuss' The Grinch,86.0,PG,Animation,2018-10-22,,,75000000.0,511600000.0
Hotel Transylvania 3: Summer Vacation,97.0,PG,Animation,2018-06-13,,,80000000.0,528600000.0
Spider-Man: Into the Spider-Verse,117.0,PG,Animation,2018-12-01,,,90000000.0,375500000.0
Deadpool 2,119.0,R,Comedy,2018-05-10,,,110000000.0,785000000.0
Venom,112.0,PG-13,Action,2018-10-01,,,116000000.0,856100000.0
Mary Poppins Returns,130.0,PG,Family,2018-11-29,,,130000000.0,349500000.0
Aquaman,143.0,PG-13,Action,2018-11-26,,,160000000.0,1148000000.0
Jurassic World: Fallen Kingdom,128.0,PG-13,Action,2018-05-21,,,170000000.0,1309000000.0
Ralph Breaks the Internet,112.0,PG,Animation,2018-11-05,,,175000000.0,529300000.0
Mission: Impossible - Fallout,147.0,PG-13,Action,2018-07-12,,,178000000.0,791100000.0
Ant-Man and the Wasp,118.0,PG-13,Action,2018-06-25,,,195000000.0,622700000.0
Black Panther,134.0,PG-13,Action,2018-01-29,,,200000000.0,1347000000.0
Incredibles 2,118.0,PG,Animation,2018-06-05,,,200000000.0,1242000000.0
Fantanstic Beasts: The Crimes of Grindelwald,134.0,PG-13,Fantasy,2018-11-08,,,200000000.0,653800000.0
Solo: A Star Wars Story,135.0,PG-13,Science Fiction,2018-05-10,,,275000000.0,392900000.0
Avengers: Infinity War,149.0,PG-13,Action,2018-04-23,,,400000000.0,2048000000.0
Glass,129.0,PG-13,Thriller,2019-01-12,,,20000000.0,247000000.0
Us,116.0,R,Horror,2019-03-08,,,20000000.0,255100000.0
The Upside,126.0,PG-13,Comedy,2019-01-11,,,37500000.0,122800000.0
John Wick: Chapter 3 - Parabellum,131.0,R,Thriller,2019-05-09,,,75000000.0,321700000.0
It: Chapter Two,169.0,R,Horror,2019-08-26,,,79000000.0,394000000.0
The Secret Life of Pets 2,86.0,PG,Animation,2019-05-24,,,80000000.0,429400000.0
Once Upon a Time in Hollywood,161.0,R,Comedy,2019-05-21,,,96000000.0,345900000.0
The LEGO Movie 2: The Second Part,107.0,PG,Animation,2019-02-07,,,99000000.0,191300000.0
Shazam!,132.0,PG-13,Action,2019-03-15,,,100000000.0,365000000.0
How to Train Your Dragon: The Hidden World,104.0,PG,Animation,2019-01-03,,,129000000.0,519900000.0
Pokemon Detective Pikachu,104.0,PG,Mystery,2019-05-03,,,150000000.0,431600000.0
Spider-Man: Far from Home,129.0,PG-13,Action,2019-06-26,,,160000000.0,1131000000.0
Dumbo,112.0,PG,Adventure,2019-03-11,,,170000000.0,353000000.0
Captain Marvel,124.0,PG-13,Action,2019-02-27,,,175000000.0,1128000000.0
Aladdin,128.0,PG,Fantasy,2019-05-08,,,183000000.0,1049000000.0
Godzilla: King of the Monsters,132.0,PG-13,Adventure,2019-05-13,,,200000000.0,385900000.0
Toy Story 4,100.0,G,Animation,2019-06-11,,,200000000.0,1062000000.0
Fast & Furious Presents: Hobbs & Shaw,136.0,PG-13,Thriller,2019-07-13,,,200000000.0,759400000.0
The Lion King,118.0,PG,Drama,2019-07-09,,,250000000.0,1632000000.0
Avengers: Endgame,181.0,PG-13,Action,2019-04-22,,,356000000.0,2796000000.0
,,,,,,,,
