,id,spoken_languages
1851,54054,en
1852,228967,ko
1853,228967,en
1854,46528,en
1855,46528,th
1856,27936,fr
1857,65,en
1858,280391,en
1859,280391,fr
1860,9476,en
1861,10610,en
1862,745,la
1863,745,es
1864,745,en
1865,49527,en
1866,73937,en
1867,1885,en
1868,168672,en
1869,18240,en
1870,10398,en
1871,165,en
1872,240832,zh
1873,240832,en
1874,240832,fr
1875,240832,es
1876,240832,ko
1877,216015,en
1878,12279,en
1879,1645,en
1880,11007,en
1881,193756,en
1882,11287,en
1883,259693,en
1884,37799,en
1885,10184,en
1886,4257,en
1887,4234,en
1888,196,en
1889,257091,en
1890,6114,la
1891,6114,ro
1892,6114,bg
1893,6114,el
1894,6114,en
1895,24803,en
1896,24803,fr
1897,1213,en
1898,1213,it
1899,100042,en
1900,9036,en
1901,257211,en
1902,323675,en
1903,9361,en
1904,9361,fr
1905,1677,en
1906,187,en
1907,7461,es
1908,7461,en
1909,16538,en
1910,9889,en
1911,820,en
1912,820,es
1913,11565,en
1914,6073,en
1915,6073,es
1916,16996,en
1917,193610,en
1918,19912,en
1919,296098,ru
1920,296098,en
1921,296098,de
1922,8007,cs
1923,8007,en
1924,8007,es
1925,8007,sh
1926,32823,en
1927,4380,en
1928,11551,en
1929,11551,fr
1930,11551,hu
1931,11551,es
1932,10336,en
1933,11362,en
1934,50348,en
1935,48138,en
1936,48138,de
1937,48138,tr
1938,48138,ar
1939,1124,en
1940,227159,en
1941,68179,en
1942,1579,en
1943,708,en
1944,708,ar
1945,708,fr
1946,708,de
1947,708,ru
1948,708,cs
1949,708,sk
1950,34851,en
1951,34851,es
1952,34851,ru
1953,9930,en
1954,1586,en
1955,2044,en
1956,9913,en
1957,71864,en
1958,71864,es
1959,10761,en
1960,10761,fr
1961,10761,ru
1962,209451,en
1963,11975,en
1964,4970,en
1965,11831,en
1966,11831,es
1967,9096,en
1968,440,en
1969,11011,en
1970,11011,la
1971,10641,en
1972,11172,en
1973,39513,en
1974,82687,en
1975,41446,en
1976,8224,en
1977,10537,en
1978,225886,en
1979,10385,ru
1980,55779,en
1981,55779,cn
1982,10154,en
1983,10647,en
1984,11431,en
1985,11431,pl
1986,11431,pt
1987,8457,en
1988,188161,en
1989,8850,en
1990,64685,en
1991,38357,en
1992,38357,uk
1993,10060,en
1994,11398,en
1995,1833,en
1996,10391,en
1997,8970,en
1998,9306,en
1999,11370,en
2000,11370,hu
2001,12184,en
2002,1921,en
2003,1683,es
2004,1683,en
2005,203,en
2006,203,it
2007,11858,en
2008,11858,es
2009,62835,en
2010,62835,es
2011,18937,en
2012,13536,en
2013,15556,en
2014,10718,en
2015,11062,en
2016,10802,en
2017,1887,en
2018,1887,fr
2019,1887,la
2020,6071,en
2021,10461,en
2022,80278,en
2023,80278,es
2024,80278,sv
2025,80278,th
2026,12704,en
2027,10315,en
2028,16643,en
2029,2687,en
2030,194,fr
2031,194,ru
2032,11025,en
2033,8849,en
2034,78698,en
2035,30943,en
2036,9544,en
2037,9544,ru
2038,24418,en
2039,7288,en
2040,14655,en
2041,24575,en
2042,10366,en
2043,19898,en
2044,19898,vi
2045,19898,de
2046,4965,en
2047,15074,en
2048,56715,en
2049,56715,fr
2050,1272,en
2051,72358,en
2052,20542,en
2053,20542,pl
2054,266396,es
2055,266396,en
2056,9978,en
2057,8271,en
2058,8271,es
2059,10428,en
2060,10428,it
2061,10428,ja
2062,10428,ru
2063,5353,en
2064,5353,hu
2065,5353,sh
2066,11934,en
2067,14392,zh
2068,19495,en
2069,19495,kk
2070,19495,ro
2071,110415,en
2072,110415,fr
2073,110415,ja
2074,110415,ko
2075,77459,fr
2076,26486,en
2077,9495,en
2078,256040,ml
2079,256040,te
2080,256040,hi
2081,256040,ta
2082,24420,en
2083,1257,en
2084,62214,en
2085,16320,en
2086,16320,zh
2087,8842,en
2088,9531,en
2089,9531,it
2090,9531,es
2091,9531,th
2092,64807,en
2093,12289,zh
2094,12289,th
2095,11529,en
2096,20943,en
2097,9099,en
2098,9488,en
2099,193,en
2100,44865,cn
2101,44865,ja
2102,44865,zh
2103,55787,en
2104,55787,pl
2105,257932,cn
2106,257932,en
2107,257932,zh
2108,257932,ru
2109,10400,en
2110,1957,en
2111,10833,en
2112,10833,ru
2113,256961,en
2114,5852,en
2115,12312,en
2116,622,en
2117,622,fr
2118,622,la
2119,622,pl
2120,622,pt
2121,622,es
2122,11306,en
2123,12508,en
2124,25793,en
2125,25793,it
2126,10534,da
2127,10534,en
2128,10534,fr
2129,10534,de
2130,1091,en
2131,1091,no
2132,87421,en
2133,10871,en
2134,13503,en
2135,13600,en
2136,68722,en
2137,14324,en
2138,14324,ru
2139,14325,en
2140,299687,en
2141,312221,en
2142,23168,en
2143,76494,en
2144,4944,en
2145,10488,en
2146,96721,en
2147,96721,de
2148,96721,it
2149,96721,fr
2150,334,en
2151,334,fr
2152,334,de
2153,23742,en
2154,23742,es
2155,259694,en
2156,62837,en
2157,8966,en
2158,8470,en
2159,8470,es
2160,11001,en
2161,138832,en
2162,16911,ru
2163,2163,en
2164,36670,en
2165,36670,fr
2166,36670,ar
2167,36670,es
2168,23048,ru
2169,23048,en
2170,227735,en
2171,2155,en
2172,8409,en
2173,8409,es
2174,222936,ru
2175,222936,en
2176,31908,en
2177,10219,de
2178,10219,ja
2179,10219,en
2180,48171,en
2181,48171,it
2182,48171,hu
2183,48171,ru
2184,48171,la
2185,48171,cy
2186,782,en
2187,782,eo
2188,75531,en
2189,11802,en
2190,9776,en
2191,18785,en
2192,365222,cn
2193,365222,en
2194,365222,zh
2195,365222,th
2196,817,de
2197,817,en
2198,268,en
2199,268,fr
2200,45054,en
2201,943,en
2202,22881,en
2203,10054,es
2204,10054,en
2205,51540,en
2206,44264,en
2207,350,en
2208,350,fr
2209,152,en
2210,109431,en
2211,1598,en
2212,8065,en
2213,271718,en
2214,11638,fr
2215,11638,en
2216,11638,pl
2217,11638,pt
2218,409,de
2219,409,it
2220,409,ar
2221,409,en
2222,2118,en
2223,11459,en
2224,10806,en
2225,9348,en
2226,377,en
2227,8843,en
2228,9313,en
2229,39486,en
2230,1273,en
2231,13920,en
2232,50544,en
2233,325133,en
2234,140823,en
2235,1883,ar
2236,1883,en
2237,89492,en
2238,22949,en
2239,22949,uk
2240,12437,en
2241,2959,en
2242,9957,en
2243,9957,es
2244,11648,en
2245,11648,hy
2246,9366,ja
2247,9366,en
2248,9366,it
2249,1576,en
2250,609,en
2251,5516,en
2252,5516,vi
2253,13051,en
2254,13051,ru
2255,13051,es
2256,49530,en
2257,34806,en
2258,49022,en
2259,11469,en
2260,23479,en
2261,23479,es
2262,11667,en
2263,11667,ja
2264,423,en
2265,423,de
2266,423,ru
2267,2447,en
2268,2447,pt
2269,10066,en
2270,10066,ru
2271,2288,en
2272,88794,en
2273,13515,en
2274,11979,en
2275,169,en
2276,8090,en
2277,11622,la
2278,11622,en
2279,11622,fr
2280,11622,de
2281,3604,en
2282,9541,en
2283,94348,en
2284,94348,de
2285,8197,en
2286,336004,en
2287,35019,en
2288,10410,en
2289,10410,it
2290,10410,la
2291,8836,en
2292,14442,en
2293,321741,en
2294,59965,en
2295,14175,en
2296,11004,en
2297,11918,en
2298,98357,en
2299,10012,en
2300,49526,zh
2301,49526,en
2302,268920,es
2303,268920,en
2304,9093,en
2305,119283,en
2306,11823,en
2307,35169,en
2308,118957,en
2309,849,en
2310,4515,en
2311,18886,en
2312,6575,en
2313,6440,en
2314,13496,en
2315,18320,en
2316,18320,hu
2317,22787,en
2318,22787,ru
2319,8967,en
2320,37498,en
2321,37498,it
2322,144336,en
2323,9616,en
2324,13056,ru
2325,13056,en
2326,14113,en
2327,285783,fr
2328,285783,en
2329,49478,en
2330,49478,zh
2331,9726,en
2332,9726,fr
2333,9726,ru
2334,20763,en
2335,9702,en
2336,9311,en
2337,9311,iu
2338,9280,en
2339,9280,fr
2340,9280,es
2341,26843,en
2342,26843,fr
2343,26843,es
2344,11876,fr
2345,11876,it
2346,22267,en
2347,45958,cn
2348,45958,zh
2349,45958,es
2350,45958,wo
2351,1969,en
2352,1969,es
2353,310706,en
2354,198663,en
2355,239573,en
2356,10436,en
2357,10436,it
2358,1381,en
2359,2162,en
2360,127493,sv
2361,127493,en
2362,12429,ja
2363,228205,en
2364,2900,en
2365,21311,en
2366,77875,en
2367,192136,en
2368,192136,af
2369,192136,xh
2370,18254,de
2371,18254,fi
2372,18254,fr
2373,18254,ru
2374,18254,en
2375,881,en
2376,10877,it
2377,9600,en
2378,202575,de
2379,202575,fr
2380,202575,en
2381,71469,en
2382,85446,en
2383,326,en
2384,326,th
2385,10685,vi
2386,10685,en
2387,7220,en
2388,9763,en
2389,9763,es
2390,72387,en
2391,72387,zh
2392,72387,ru
2393,12596,en
2394,1892,en
2395,13460,en
2396,8055,en
2397,8055,de
2398,8055,el
2399,8055,la
2400,50647,en
2401,10719,en
2402,9294,en
2403,11888,en
2404,9647,en
2405,9353,es
2406,9353,en
2407,55721,en
2408,109414,en
2409,10307,en
2410,10307,it
2411,10307,pt
2412,11978,en
2413,22907,en
2414,87567,en
2415,87567,es
2416,87567,la
2417,38322,en
2418,45612,en
2419,7305,en
2420,7305,pt
2421,3594,en
2422,157841,en
2423,11519,en
2424,11519,de
2425,11519,ja
2426,12920,en
2427,59,en
2428,9335,en
2429,9335,fr
2430,9335,it
2431,12106,en
2432,11141,en
2433,8649,en
2434,31867,en
2435,10253,en
2436,10253,ko
2437,3587,en
2438,124459,en
2439,24662,en
2440,24662,de
2441,32274,en
2442,182,en
2443,182,de
2444,182,zh
2445,182,ru
2446,5494,en
2447,28,km
2448,28,en
2449,28,fr
2450,28,vi
2451,38073,en
2452,2054,en
2453,302156,en
2454,606,en
2455,606,sw
2456,87502,en
2457,698,en
2458,698,it
2459,120467,en
2460,120467,fr
2461,11313,en
2462,6488,en
2463,6488,es
2464,10559,en
2465,296099,en
2466,8012,en
2467,1574,hu
2468,1574,en
2469,9032,en
2470,9032,it
2471,2770,en
2472,862,en
2473,1637,en
2474,72570,en
2475,27569,en
2476,10637,en
2477,1669,en
2478,1669,ru
2479,132363,en
2480,9472,en
2481,9472,de
2482,2907,en
2483,9273,en
2484,9880,en
2485,2925,en
2486,807,en
2487,17654,af
2488,17654,ny
2489,17654,st
2490,17654,xh
2491,17654,zu
2492,17654,en
2493,11836,en
2494,322,en
2495,70,en
2496,70,ga
2497,9535,en
2498,11036,en
2499,6557,en
2500,18126,en
2501,16340,en
2502,10333,en
2503,4476,kw
2504,4476,en
2505,22947,en
2506,2755,en
2507,82654,en
2508,59967,en
2509,16300,en
2510,9598,en
2511,82696,en
2512,9870,en
2513,9870,ja
2514,9870,de
2515,8292,es
2516,8292,en
2517,8780,en
2518,9715,en
2519,10521,en
2520,10762,en
2521,10096,en
2522,10096,fr
2523,10096,pt
2524,59436,en
2525,59436,fr
2526,59436,de
2527,59436,es
2528,227783,en
2529,4133,en
2530,10207,en
2531,172,en
2532,21972,en
2533,36593,en
2534,707,en
2535,533,en
2536,6023,en
2537,6439,en
2538,4347,en
2539,4347,fr
2540,37056,en
2541,37056,it
2542,37056,es
2543,4105,en
2544,4105,ja
2545,76489,en
2546,3933,en
2547,9918,en
2548,273481,es
2549,273481,en
2550,307081,en
2551,16871,en
2552,16871,es
2553,16871,hu
2554,16871,cs
2555,293863,en
2556,13156,en
2557,41233,en
2558,9266,en
2559,1262,en
2560,4513,en
2561,22970,en
2562,22970,ja
2563,7278,en
2564,9013,cs
2565,9013,en
2566,865,en
2567,10776,en
2568,50456,en
2569,50456,fr
2570,50456,de
2571,50456,it
2572,50456,ar
2573,50456,es
2574,9823,en
2575,59861,en
2576,133805,en
2577,12763,en
2578,9766,en
2579,14034,en
2580,12244,en
2581,109421,en
2582,109421,fr
2583,11137,da
2584,11137,de
2585,11137,en
2586,51162,en
2587,10152,en
2588,9452,en
2589,239566,en
2590,53113,en
2591,9271,en
2592,4474,en
2593,184346,en
2594,48340,en
2595,14846,en
2596,72207,en
2597,16232,en
2598,43539,en
2599,9920,en
2600,9920,vi
2601,8978,en
2602,8978,sr
2603,8978,es
2604,11702,cn
2605,11702,cs
2606,11702,en
2607,18550,en
2608,8869,en
2609,43347,en
2610,3489,en
2611,9701,en
2612,2122,en
2613,2122,he
2614,2122,hu
2615,37707,en
2616,10658,pt
2617,10658,en
2618,13150,en
2619,9042,cs
2620,9042,en
2621,17813,en
2622,17813,fr
2623,11208,en
2624,58151,en
2625,11400,en
2626,10350,en
2627,28902,en
2628,14164,en
2629,14164,ja
2630,14164,hi
2631,76640,en
2632,11058,en
2633,14844,en
2634,14844,fr
2635,14844,he
2636,14844,it
2637,14844,es
2638,14844,de
2639,57089,en
2640,1947,en
2641,1947,fr
2642,8054,en
2643,8054,ru
2644,8054,fr
2645,46829,en
2646,146238,en
2647,9989,en
2648,9665,en
2649,311,en
2650,311,fr
2651,311,it
2652,102362,en
2653,102362,fr
2654,102362,sq
2655,102362,es
2656,11162,en
2657,6016,en
2658,17186,en
2659,13967,en
2660,2008,en
2661,2008,de
2662,2008,zh
2663,9053,en
2664,4512,en
2665,76349,fr
2666,76349,zh
2667,76349,en
2668,31203,fr
2669,265208,en
2670,45610,ar
2671,45610,en
2672,50135,de
2673,1874,en
2674,1874,xh
2675,271331,en
2676,215211,fr
2677,215211,en
2678,367961,ru
2679,10955,en
2680,223702,en
2681,254470,en
2682,69,en
2683,69,ru
2684,4967,he
2685,4967,en
2686,4967,es
2687,9449,en
2688,11499,en
2689,11499,es
2690,4912,en
2691,12771,es
2692,12771,en
2693,323676,en
2694,12506,en
2695,24071,en
2696,11249,en
2697,9667,en
2698,812,en
2699,277216,en
2700,87,en
2701,87,si
2702,14444,en
2703,2043,en
2704,2043,ru
2705,315664,en
2706,1428,en
2707,1428,es
2708,562,en
2709,562,de
2710,562,it
2711,15373,en
2712,318846,en
2713,26320,en
2714,14292,en
2715,924,en
2716,924,it
2717,2018,en
2718,192577,ja
2719,9428,en
2720,9428,it
2721,2832,en
2722,137093,en
2723,699,el
2724,699,en
2725,699,it
2726,9778,en
2727,8831,en
2728,9398,en
2729,112949,en
2730,112949,pt
2731,10439,en
2732,3638,en
2733,23483,en
2734,62206,en
2735,62206,de
2736,62206,es
2737,10577,en
2738,218778,en
2739,4348,en
2740,78,en
2741,78,de
2742,78,cn
2743,78,ja
2744,78,hu
2745,11780,en
2746,192102,en
2747,2001,en
2748,2001,ru
2749,10383,en
2750,10383,fr
2751,11516,en
2752,11516,fr
2753,10025,en
2754,15198,en
2755,23172,en
2756,17834,en
2757,10016,en
2758,10317,en
2759,58431,en
2760,9746,en
2761,9746,zh
2762,9746,bo
2763,13092,en
2764,59859,en
2765,13495,es
2766,254473,en
2767,700,de
2768,700,en
2769,700,ru
2770,700,es
2771,4964,en
2772,10024,hr
2773,10024,en
2774,13490,en
2775,15927,en
2776,15927,hi
2777,1259,en
2778,1259,fr
2779,5125,ar
2780,5125,en
2781,174,en
2782,9583,en
2783,9437,en
2784,9437,zh
2785,525,en
2786,10188,en
2787,63574,en
2788,245,en
2789,9825,en
2790,186,en
2791,9549,en
2792,9549,ru
2793,61891,en
2794,34584,en
2795,2666,en
2796,12783,en
2797,13155,en
2798,42807,en
2799,28355,en
2800,8080,en
2801,5126,en
2802,56288,en
2803,303858,en
2804,1613,en
2805,31582,en
2806,16617,en
2807,8944,fr
2808,8944,en
2809,8944,he
2810,41488,fr
2811,41488,de
2812,41488,en
2813,41488,it
2814,41488,la
2815,37028,en
2816,14560,en
2817,10330,zh
2818,10330,en
2819,6957,en
2820,6957,es
2821,1934,en
2822,169917,en
2823,951,en
2824,951,es
2825,10189,en
2826,9454,en
2827,2055,en
2828,1551,en
2829,1551,fr
2830,1551,es
2831,5902,en
2832,5902,nl
2833,5902,pl
2834,5902,de
2835,5902,la
2836,11460,en
2837,11460,ru
2838,9358,en
2839,134,en
2840,22894,en
2841,134374,en
2842,1901,en
2843,1901,it
2844,15028,cs
2845,15028,en
2846,11509,en
2847,7445,en
2848,7445,fr
2849,17047,en
2850,62838,en
2851,2057,en
2852,2057,de
2853,2057,ja
2854,2057,la
2855,2057,es
2856,70436,en
2857,16784,en
2858,8011,en
2859,31640,en
2860,9092,en
2861,2779,en
2862,2779,pl
2863,316002,en
2864,36355,en
2865,238615,en
2866,1985,de
2867,1985,en
2868,1985,it
2869,1985,sw
2870,615,he
2871,615,la
2872,788,en
2873,380,it
2874,380,en
2875,13223,en
2876,10523,es
2877,10523,en
2878,8681,en
2879,8681,fr
2880,8681,ar
2881,8681,sq
2882,239571,en
2883,619,en
2884,424,de
2885,424,pl
2886,424,he
2887,424,en
2888,50014,en
2889,162903,en
2890,11024,en
2891,208763,en
2892,208763,ru
2893,6466,en
2894,254024,en
2895,254024,fr
2896,12589,en
2897,7191,ru
2898,7191,en
2899,1497,en
2900,117,en
2901,6977,en
2902,6977,es
2903,168530,en
2904,634,en
2905,392,en
2906,392,fr
2907,10327,en
2908,88042,en
2909,41630,en
2910,11969,en
2911,11969,la
2912,11969,es
2913,2085,en
2914,2085,zh
2915,794,en
2916,794,it
2917,794,la
2918,9286,en
2919,77877,en
2920,1265,en
2921,866,en
2922,175555,en
2923,75174,en
2924,11096,en
2925,8699,en
2926,769,it
2927,769,en
2928,10923,en
2929,11283,en
2930,111,en
2931,111,es
2932,11676,en
2933,746,cs
2934,746,en
2935,746,ja
2936,746,zh
2937,746,ru
2938,77866,en
2939,9416,en
2940,7345,en
2941,14317,en
2942,14317,it
2943,20694,en
2944,12277,en
2945,9779,en
2946,9779,el
2947,9779,es
2948,2140,en
2949,2140,fr
2950,2140,zh
2951,12620,en
2952,14177,en
2953,198185,hi
2954,198185,en
2955,227156,en
2956,10735,en
2957,11351,en
2958,10030,en
2959,10623,en
2960,10623,ko
2961,10623,ru
2962,590,en
2963,9655,en
2964,1268,en
2965,11237,en
2966,11237,ru
2967,190955,es
2968,190955,en
2969,190955,it
2970,5123,en
2971,4518,fr
2972,4518,en
2973,11932,en
2974,11165,en
2975,11165,ja
2976,6116,en
2977,57431,en
2978,21724,en
2979,278,en
2980,9290,en
2981,11543,en
2982,284536,en
2983,152737,en
2984,13374,en
2985,8976,en
2986,319888,en
2987,319888,de
2988,319888,no
2989,9469,en
2990,1909,en
2991,22971,en
2992,34813,en
2993,46261,en
2994,10431,cn
2995,10431,en
2996,10431,ja
2997,10431,zh
2998,8051,en
2999,9352,en
3000,9352,fr
3001,9352,it
3002,9352,ja
3003,9352,de
3004,10167,en
3005,18147,en
3006,17170,en
3007,18975,en
3008,18975,it
3009,15487,en
3010,22825,en
3011,11152,en
3012,11152,pl
3013,11152,ru
3014,1831,fr
3015,1831,en
3016,43931,en
3017,10591,en
3018,10861,en
3019,12770,en
3020,276907,en
3021,10074,en
3022,65055,en
3023,65055,pt
3024,10397,en
3025,200505,en
3026,11954,en
3027,11954,es
3028,60309,en
3029,9787,en
3030,9787,es
3031,293646,es
3032,293646,en
3033,6978,cn
3034,6978,en
3035,133698,fr
3036,133698,it
3037,133698,pl
3038,59440,en
3039,1770,en
3040,10655,en
3041,8988,en
3042,15992,it
3043,15992,en
3044,17707,en
3045,17707,th
3046,77883,en
3047,40001,en
3048,64639,en
3049,9903,en
3050,21338,en
3051,20766,en
3052,24264,en
3053,19803,en
3054,20309,en
3055,9912,en
3056,9912,fr
3057,9912,ru
3058,9067,en
3059,27360,en
3060,8338,ja
3061,8338,en
3062,168705,en
3063,168705,pt
3064,72113,en
3065,9729,en
3066,94352,en
3067,22256,en
3068,12404,en
3069,152742,en
3070,11699,es
3071,11699,en
3072,49953,en
3073,48034,fr
3074,39845,en
3075,25353,cs
3076,25353,en
3077,25353,fr
3078,25353,pl
3079,36696,ru
3080,109091,en
3081,38543,da
3082,38543,en
3083,38543,hu
3084,38543,la
3085,33157,en
3086,33157,ru
3087,290864,cn
3088,290864,zh
3089,242166,en
3090,859,en
3091,83770,en
3092,83770,fr
3093,168,en
3094,168,fi
3095,1246,en
3096,1246,es
3097,4233,en
3098,174751,en
3099,184098,en
3100,2069,en
3101,2069,fr
3102,2069,es
3103,1788,en
3104,11635,en
3105,177,en
3106,3600,en
3107,2621,en
3108,2621,it
3109,10358,en
3110,10480,es
3111,10480,en
3112,10313,en
3113,18828,en
3114,3558,en
3115,13476,en
3116,10208,en
3117,24961,en
3118,20697,en
3119,20761,en
3120,20761,fr
3121,70868,en
3122,43593,en
3123,6478,en
3124,40688,en
3125,26672,en
3126,45881,en
3127,41283,en
3128,4935,ja
3129,19908,en
3130,10663,en
3131,1891,en
3132,9737,en
3133,37137,en
3134,9532,en
3135,9532,fr
3136,10316,en
3137,2787,en
3138,12658,en
3139,152601,en
3140,10866,en
3141,227707,en
3142,21349,en
3143,19150,en
3144,19150,es
3145,70435,en
3146,70435,es
3147,580,en
3148,9819,en
3149,9819,es
3150,13579,en
3151,20024,en
3152,20024,fr
3153,2453,en
3154,6973,en
3155,11156,fr
3156,11156,en
3157,354110,en
3158,22215,en
3159,22215,fr
3160,22215,it
3161,22215,la
3162,11632,en
3163,11632,fr
3164,11632,de
3165,30596,zh
3166,30596,cn
3167,30596,en
3168,3021,en
3169,957,en
3170,256917,ru
3171,256917,tr
3172,256917,el
3173,256917,en
3174,251,en
3175,544,en
3176,11395,en
3177,14635,en
3178,13680,en
3179,688,en
3180,11090,en
3181,783,en
3182,783,hi
3183,228194,hi
3184,228194,en
3185,228194,fr
3186,1642,en
3187,1642,es
3188,10950,en
3189,235260,en
3190,235260,he
3191,277,en
3192,8999,en
3193,8999,fr
3194,11323,en
3195,10445,en
3196,11453,nl
3197,11453,en
3198,11453,pl
3199,11453,pt
3200,146239,en
3201,205588,ru
3202,205588,en
3203,205588,fr
3204,10878,en
3205,10878,pl
3206,10878,pt
3207,10878,es
3208,82650,en
3209,10279,en
3210,10279,it
3211,2294,en
3212,2176,es
3213,2176,en
3214,270487,en
3215,19366,en
3216,204082,en
3217,24100,en
3218,24100,de
3219,1599,en
3220,5550,en
3221,5550,ja
3222,30379,en
3223,42586,de
3224,42586,en
3225,17709,en
3226,287948,en
3227,7548,en
3228,9075,nl
3229,9075,de
3230,9075,en
3231,9075,he
3232,11661,en
3233,11661,fr
3234,11661,de
3235,11661,la
3236,109513,en
3237,109513,fr
3238,109513,pl
3239,12085,en
3240,204922,en
3241,38985,en
3242,38985,fr
3243,38985,de
3244,38985,es
3245,44113,en
3246,21494,fr
3247,21494,hu
3248,164457,en
3249,4566,en
3250,17795,en
3251,1073,en
3252,153158,es
3253,153158,en
3254,81836,it
3255,81836,en
3256,10724,ru
3257,10724,en
3258,9473,en
3259,2196,en
3260,1499,en
3261,20857,en
3262,82693,en
3263,1646,en
3264,1646,es
3265,44944,en
3266,4108,en
3267,4108,fr
3268,4108,zh
3269,8456,en
3270,7341,en
3271,19255,en
3272,10187,en
3273,31005,en
3274,31005,he
3275,49517,fr
3276,49517,en
3277,49517,ru
3278,49517,hu
3279,44857,en
3280,50780,en
3281,16363,en
3282,1946,en
3283,85,en
3284,85,es
3285,85,de
3286,85,he
3287,85,ar
3288,85,ne
3289,772,en
3290,772,fr
3291,840,hi
3292,840,en
3293,840,fr
3294,840,es
3295,9682,en
3296,9682,pl
3297,96,en
3298,10678,en
3299,10678,fr
3300,274,en
3301,8872,cn
3302,8872,en
3303,16290,ro
3304,16290,en
3305,579,en
3306,14405,en
3307,138843,en
3308,11637,en
3309,226486,en
3310,1584,en
3311,9312,en
3312,12153,en
3313,65057,en
3314,8326,en
3315,35690,en
3316,76203,en
3317,13497,en
3318,35688,en
3319,162,en
3320,296096,en
3321,103370,en
3322,1051,en
3323,1051,fr
3324,376659,ru
3325,376659,en
3326,10073,en
3327,16690,en
3328,273895,en
3329,14873,en
3330,8968,en
3331,8968,fr
3332,8968,pl
3333,9963,en
3334,15655,en
3335,21208,en
3336,21208,et
3337,21208,fr
3338,272878,en
3339,9760,en
3340,314365,en
3341,13279,en
3342,1975,en
3343,1975,ja
3344,1975,ru
3345,33644,en
3346,1649,en
3347,9895,en
3348,9570,en
3349,27579,en
3350,27579,it
3351,16052,es
3352,16052,en
3353,40264,en
3354,40264,es
3355,1164,ar
3356,1164,en
3357,1164,es
3358,1164,fr
3359,1164,ja
3360,1164,ru
3361,239678,en
3362,14359,en
3363,3989,ar
3364,3989,en
3365,3989,fr
3366,3989,ko
3367,76617,en
3368,1710,en
3369,1710,de
3370,4258,en
3371,20391,en
3372,20391,es
3373,10139,en
3374,335778,en
3375,9645,en
3376,9645,it
3377,9645,es
3378,55465,en
3379,617,en
3380,19904,en
3381,48289,ru
3382,48289,en
3383,48289,de
3384,243,da
3385,243,en
3386,6933,en
3387,17182,en
3388,17182,fr
3389,17182,ko
3390,17182,es
3391,8848,en
3392,38,en
3393,38303,en
3394,1266,en
3395,1266,tr
3396,107985,en
3397,14043,cs
3398,14043,en
3399,19901,en
3400,34016,en
3401,59860,en
3402,10069,en
3403,9588,en
3404,12819,en
3405,9954,en
3406,10115,en
3407,25132,en
3408,577,en
3409,328387,en
3410,12690,en
3411,12690,es
3412,9945,en
3413,9945,la
3414,539,en
3415,13596,en
3416,226857,en
3417,13159,en
3418,13159,fr
3419,13159,de
3420,47941,en
3421,526,en
3422,22796,en
3423,2355,en
3424,5915,da
3425,5915,en
3426,9842,en
3427,61012,en
3428,755,en
3429,755,es
3430,13682,en
3431,9089,en
3432,9089,es
3433,9470,cn
3434,18357,en
3435,7979,en
3436,7979,pt
3437,7979,ps
3438,7979,ru
3439,7979,ur
3440,470,en
3441,15644,en
3442,15644,es
3443,9582,en
3444,10642,en
3445,22074,en
3446,22074,pl
3447,2428,en
3448,290751,en
3449,13805,en
3450,4597,en
3451,4597,de
3452,9414,en
3453,63492,en
3454,81796,en
3455,10710,en
3456,15092,en
3457,11382,en
3458,15005,en
3459,8198,en
3460,8198,fr
3461,8198,vi
3462,6963,cs
3463,6963,en
3464,15070,en
3465,12797,en
3466,12797,es
3467,17134,cs
3468,17134,en
3469,41402,en
3470,18885,en
3471,18885,fr
3472,4953,en
3473,10773,en
3474,146198,en
3475,2639,en
3476,10563,en
3477,295964,fr
3478,295964,en
3479,5971,en
3480,5971,hu
3481,5971,it
3482,9716,en
3483,11835,en
3484,26171,en
3485,31117,en
3486,9074,en
3487,14396,en
3488,15673,en
3489,42618,en
3490,171274,en
3491,24432,en
3492,109417,en
3493,13948,en
3494,106747,en
3495,106747,es
3496,10929,en
3497,14220,en
3498,46435,en
3499,46435,fr
3500,46435,de
3501,46435,it
3502,46435,ja
3503,256962,en
3504,48231,en
3505,3509,en
3506,82684,en
3507,12142,en
3508,12142,pt
3509,23367,en
3510,10740,en
3511,241239,es
3512,241239,en
3513,14582,en
3514,14582,de
3515,14914,en
3516,3902,en
3517,77948,en
3518,77948,es
3519,21755,en
3520,21755,fr
3521,21755,cs
3522,21755,ja
3523,4960,en
3524,128,ja
3525,14652,it
3526,14652,fr
3527,14652,de
3528,14652,en
3529,40932,en
3530,16608,en
3531,334531,en
3532,32316,en
3533,7299,en
3534,13405,ja
3535,13405,zh
3536,13405,en
3537,19457,en
3538,19457,es
3539,112937,en
3540,314385,uk
3541,314385,en
3542,314385,fr
3543,8953,en
3544,8953,ja
3545,8953,pl
3546,29078,en
3547,46503,en
3548,10448,en
3549,13688,cn
3550,10353,fr
3551,43935,en
3552,43935,tr
3553,11458,en
3554,44638,en
3555,241257,en
3556,14538,zh
3557,13250,en
3558,133931,en
3559,280871,ta
3560,239897,en
3561,184341,en
3562,184341,es
3563,334074,en
3564,199373,en
3565,14202,fr
3566,14202,zh
3567,14202,en
3568,6968,en
3569,6968,fr
3570,6968,de
3571,6968,sv
3572,581,en
3573,52449,en
3574,12150,en
3575,11247,cs
